"ID","Page","Date","Prix","Demande","Ville","Reponses","Texte"
"17","7","24 Jui. à 12:54","15€","Louer une shampouineuse - Vitry-sur-Seine","Vitry-Sur-Seine - Le Coteau","5","Bonjour, je recherche une shampouineuse pour faire ma voiture et mon canapé. Merci d'avance pour votre réponse"
"18","7","23 Jui. à 19:22","15€","Louer une shampouineuse - Créteil","Créteil - Eglise","3","Bonjour, qui aurait une shampouineuse à me louer ?"
"19","7","23 Jui. à 18:17","15€","Louer une shampouineuse - Stains","Stains - Clos Saint-Lazare 1","2","Bonjour, je cherche à louer une shampouineuse."
"20","7","23 Jui. à 15:49","10€","Louer une shampouineuse - Paris","Paris - Epinettes 6","5","Bonjour, je cherche une shampouineuse à louer pour la journée proche de porte de Clichy Merci"
"1","8","23 Jui. à 15:49","10€","Louer une shampouineuse - Paris","Paris - Epinettes 6","5","Bonjour, je cherche une shampouineuse à louer pour la journée proche de porte de Clichy Merci"
"2","8","23 Jui. à 13:32","15€","Louer une shampouineuse - Paris","Paris - Gare 14","5","Bonjour, je cherche à louer une shampouineuse quartier BNF ou dans le 13ème en général. Merci beaucoup"
"3","8","23 Jui. à 12:00","15€","Location shampouineuse - Précy-sur-Oise","Précy-Sur-Oise","3","Bonjour, je recherche une shampouineuse à louer près de chez moi."
"4","8","23 Jui. à 09:07","15€","Louer une shampouineuse - Paris","Paris - Pere Lachaise 10","6","Bonjour, je souhaite louer une shampouineuse."
"5","8","22 Jui. à 17:03","15€","Louer une shampouineuse - Fontenay-sous-Bois","Fontenay-Sous-Bois - Bois Cadet 3","4","Bonjour, location d'une shampouineuse"
"6","8","22 Jui. à 17:00","15€","Location shampouineuse - Fontenay-sous-Bois","Fontenay-Sous-Bois - Bois Cadet 3","3","Bonjour, location d'une shampineuse"
"7","8","22 Jui. à 16:59","15€","Louer une shampouineuse - Fontenay-sous-Bois","Fontenay-Sous-Bois - Bois Cadet 3","2","Bonjour, Location d'une shm shampouinese"
"8","8","22 Jui. à 14:46","15€","Location shampouineuse - Paris","Paris - Grenelle 11","5","Bonjour, je cherche à louer une shampouineuse."
"9","8","22 Jui. à 14:19","15€","Louer une shampouineuse - Paris","Paris - Saint-Lambert 7","2","Bonjour, je souhaiterais louer une shampouineuse pour quelques heures la semaine prochaine"
"10","8","22 Jui. à 14:02","25€","Louer une shampouineuse - Le Plessis-Robinson","Le Plessis-Robinson - Joliot","3","Bonjour, je cherche à louer une Shampouineuse pour nettoyer un canapé."
"11","8","22 Jui. à 11:20","15€","Location shampouineuse - Chevilly-Larue","Chevilly-Larue - La Guinet","3","Bonjour, Je cherche une shampoineuse pour nettoyer un matelas jauni Chevilly la rue seulement je me déplace pas"
"12","8","22 Jui. à 09:21","15€","Location shampouineuse - Ivry-sur-Seine","Ivry-Sur-Seine - Centre Ville Est","5","Bonjour, je cherche une shampouineuse pour 24h dans la zone proche Ivry Sur Seine! Merci bcp"
"13","8","21 Jui. à 18:25","15€","Location shampouineuse - Chatou","Chatou - Ancien Cimetiere","5","Bonjour, je souhaite louer une shampouineuse."
"14","8","21 Jui. à 15:34","30€","Louer une shampouineuse - Sèvres","Sèvres - Bruyeres Acacias Fonceaux","0","Bonjour, Je suis à Sevres je recherche une shampouineuse pour laver un canapé en tissus. Je peux me déplacer et venir chercher la machine. Merci d'avance :)"
"15","8","21 Jui. à 14:27","40€","Location shampouineuse - Bobigny","Bobigny - Edouard Vaillant 1","3","Bonjour, Je cherche une shampouineuse à vendre ou à louer . De préférence à vendre Je viens la chercher aujourd'hui Je suis du 93 donc aux alentours svp c'est urgent"
"16","8","20 Jui. à 20:26","15€","Location shampouineuse - Saint-Maximin","Saint-Maximin","2","Bonjour, Je recherche une bonne shampouineuse pour nettoyer un canapé."
"17","8","20 Jui. à 16:50","15€","Location shampouineuse - Paris","Paris - Ternes 8","4","Bonjour, Recherche shampouineuse en location pour canapé dans le 17eme. Merci"
"18","8","20 Jui. à 15:36","15€","Louer une shampouineuse - Paris","Paris - Auteuil 3","5","Bonjour, Je suis à la recherche d'une shampouineuse pour nettoyer mon tapis blanc svp :)"
"19","8","20 Jui. à 12:41","15€","Louer une shampouineuse - Maisons-Laffitte","Maisons-Laffitte - Hippodrome","6","Bonjour, je souhaite louer une shampouineuse."
"20","8","20 Jui. à 08:51","15€","Location shampouineuse - Le Plessis-Robinson","Le Plessis-Robinson - Albert Thomas-Marche","0","Bonjour, je recherche une shampouineuse à tapis chaise canapé Location pour une journée idéalement dimanche 26 Juillet. Au Plessis Robinson car je n ai pas de véhicul�..."
"1","9","19 Jui. à 09:00","15€","Louer une shampouineuse - Gennevilliers","Gennevilliers - Fosse de l'Aumone 3","5","Bonjour, je recherche une shampouineuse à louer près de chez moi."
"2","9","18 Jui. à 19:23","15€","Louer une shampouineuse - Paris","Paris - Saint-Vincent de Paul 3","4","Bonjour, je cherche à louer une shampouineuse."
"3","9","18 Jui. à 10:39","15€","Louer une shampouineuse - Chambourcy","Chambourcy - Nord1","6","Bonjour, Je cherche à louer une shampouineuse pour nettoyer mes 2 tapis ainsi que mon canapé. Merci."
"4","9","18 Jui. à 02:52","15€","Location shampouineuse - La Verrière","La Verrière - Bois de l'Etang","3","Bonjour, je souhaite louer une shampouineuse."
"5","9","17 Jui. à 23:02","10€","Location shampouineuse - Gargenville","Gargenville - Bas","0","Bonjour, je cherche en prêt un shampouineuse. Nettoyer. Mon canapé"
"6","9","17 Jui. à 17:21","15€","Louer une shampouineuse - Le Bourget","Le Bourget - Guynemer Gai Logis","6","Bonjour, j'ai besoin de louer une shampouineuse."
"7","9","17 Jui. à 15:03","15€","Location shampouineuse - Gagny","Gagny - Iris No 0108","3","Bonjour, je chercher une personne qui possède une shampouineuse pour nettoyer un canapé sur gagny."
"8","9","17 Jui. à 14:36","15€","Louer une shampouineuse - La Courneuve","La Courneuve - Mairie","5","Bonjour, je recherche une shampouineuse pour une journée Secteur 93 La Courneuve"
"9","9","17 Jui. à 12:08","15€","Louer une shampouineuse - Gournay-sur-Marne","Gournay-Sur-Marne - Iris No 0103","5","Bonjour, j'aimerais louer une shampouineuse pour un nettoyage d'un matelas"
"10","9","16 Jui. à 13:16","15€","Louer une shampouineuse - Dammartin-en-Goële","Dammartin-En-Goële - Ouest Centre-Sud","3","Bonjour, je cherche à louer une shampouineuse."
"11","9","16 Jui. à 06:59","15€","Location shampouineuse - Roissy-en-Brie","Roissy-En-Brie - Ascott-Village Ouest-Le Verger","3","Bonjour, je cherche à louer une shampouineuse."
"12","9","16 Jui. à 00:31","15€","Location shampouineuse - Vincennes","Vincennes - Est 1","4","Bonjour, je cherche une shampouineuse (injecteur extracteur) pour le week end du 1 er 2 août dans le val de marne Par avance merci I"
"13","9","15 Jui. à 12:12","15€","Louer une shampouineuse - Courbevoie","Courbevoie - Villebois-Mareuil","6","Bonjour, Je souhaiterais louer 1 shampouineuse pour nettoyer mes tapis."
"14","9","15 Jui. à 10:30","15€","Louer une shampouineuse - Paris","Paris - Quinze Vingts 7","5","Bonjour, je souhaite louer une shampouineuse."
"15","9","15 Jui. à 10:19","15€","Louer une shampouineuse - Nogent-sur-Marne","Nogent-Sur-Marne - Les Marechaux","4","Bonjour, j'ai besoin de louer une shampouineuse."
"16","9","15 Jui. à 09:37","15€","Location shampouineuse - Cergy","Cergy - Le Point du Jour-Centre Gare","0","Bonjour, je cherche une shampouineuse pour la journée."
"17","9","15 Jui. à 00:17","15€","Location shampouineuse - Champigny-sur-Marne","Champigny-Sur-Marne - Plant 2","5","Bonjour, je cherche à louer une shampouineuse."
"18","9","14 Jui. à 20:33","15€","Location shampouineuse - Montfermeil","Montfermeil - General de Gaulle 7 Iles","5","Bonjour, Je cherche une shampouineuse à louer aujourd'hui pas loin de montfermeil svp"
"19","9","14 Jui. à 17:06","15€","Louer une shampouineuse - Sucy-en-Brie","Sucy-En-Brie - Le Grand Val","5","Bonjour, je cherche une prestation de nettoyage tapis par une personne possedant une shampouineuse injecteur/extracteur ou à louer la machine Karcher Puzzi pour la journee."
"20","9","14 Jui. à 04:52","15€","Louer une shampouineuse - Aubervilliers","Aubervilliers - Montfort","5","Bonjour, je souhaite louer une shampouineuse."
"1","10","13 Jui. à 10:46","15€","Location shampouineuse - Gif-sur-Yvette","Gif-Sur-Yvette - Chevry Neuveries","4","Bonjour, je recherche une shampouineuse car mon chat a accidenté mon siège de voiture.. merci d'avance !"
"2","10","12 Jui. à 16:02","15€","Location shampouineuse - Bagnolet","Bagnolet - Iris 12","4","Bonjour, Je recherche une shampouineuse à louer. J'ai plusieurs tapis à nettoyer chez moi. Je prendrai soin de votre appareil et je le rendrai propre et vidé. Si vous av..."
"3","10","12 Jui. à 11:33","15€","Location shampouineuse - Saint-Leu-la-Forêt","Saint-Leu-La-Forêt - Les Diablots","7","Bonjour, je cherche à louer une shampouineuse."
"4","10","11 Jui. à 17:40","15€","Louer une shampouineuse - Claye-Souilly","Claye-Souilly - Centre-Sud","2","Bonjour, Sous oxygène, Je recherche un chauff(eur-euse) pour me conduire, m'accompagner, m'aider."
"5","10","11 Jui. à 14:42","15€","Location shampouineuse - Maisons-Alfort","Maisons-Alfort - Centre Vert de Maison 11","4","Bonjour, Je cherche une shampouineuse pour mon canapé à louer"
"6","10","11 Jui. à 11:52","15€","Location shampouineuse - Sceaux","Sceaux - Blagis","5","Bonjour, Je recherche une shampouineuse à louer pour la journée"
"7","10","11 Jui. à 09:15","15€","Louer une shampouineuse - Les Clayes-sous-Bois","Les Clayes-Sous-Bois - Quartier Nord","2","Bonjour, je recherche une shampouineuse à louer près de chez moi."
"8","10","11 Jui. à 07:58","10€","Location shampouineuse - Eaubonne","Eaubonne - l'Alliance","6","Bonjour, est-ce que quelqu'un aurait une shampouineuse à me prêter ou à louer aujourd'hui pour que je puisse nettoyer mon canapé ? Je suis sur Eaubonne. Merci d'avance ..."
"9","10","10 Jui. à 21:37","15€","Louer une shampouineuse - Paris","Paris - Gare 28","8","Bonjour, Bonjour, Je recherche une personne qui pourrait me prêter ou me louer une shampouineuse / injecteur-extracteur pour nettoyer un canapé (et éventuellement un ma..."
"10","10","10 Jui. à 13:14","15€","Location shampouineuse - Asnières-sur-Seine","Asnières-Sur-Seine - Champs","6","Bonjour, Je cherche une shampouineuse / nettoyeur de canapé en tissu à louer pour 1h ou 2h. À Asnières ou alentours. Merci beaucoup"
"11","10","9 Jui. à 19:53","10€","Location shampouineuse - Sceaux","Sceaux - Blagis","4","Bonjour, je cherche une shampouineuse en location"
"12","10","9 Jui. à 12:02","15€","Location shampouineuse - Ris-Orangis","Ris-Orangis - Le Moulin a Vent 2","3","Bonjour, je cherche à louer une shampouineuse."
"13","10","9 Jui. à 00:49","15€","Louer une shampouineuse - Saint-Denis","Saint-Denis - Pleyel 01","6","Bonjour, qui aurait une shampouineuse à me louer ?"
"14","10","8 Jui. à 21:50","15€","Location shampouineuse - Rambouillet","Rambouillet - Beausoleil Grenonvilliers","0","Bonjour, je cherche à louer une shampouineuse."
"15","10","8 Jui. à 20:57","15€","Louer une shampouineuse - Meudon","Meudon - Bellevue 2","5","Bonjour, je souhaite louer une shampouineuse."
"16","10","8 Jui. à 18:49","15€","Location shampouineuse - Viry-Châtillon","Viry-Châtillon - La Cilof 2","3","Bonjour, je cherche à louer une shampouineuse."
"17","10","8 Jui. à 17:39","15€","Louer une shampouineuse - Paris","Paris - Picpus 6","5","Bonjour, je cherche une shampouineuse pour canapé"
"18","10","8 Jui. à 16:47","35€","Louer une shampouineuse - Neuilly-sur-Marne","Neuilly-Sur-Marne - Iris 4","4","Bonjour, Bonjour, Je recherche une shampouineuse pour nettoyer mon tapis situé dans mon séjour. Merci de me contacter si vous en louez une ou si vous pouvez m'en prêter ..."
"19","10","8 Jui. à 11:20","15€","Location shampouineuse - Paris","Paris - Goutte d'Or 6","7","Bonjour, je cherche une shampouineuse pour canapé et tapis Paris 18ème. Merci des offres que vous pourrez me faire"
"20","10","7 Jui. à 18:20","15€","Louer une shampouineuse - Antony","Antony - Baconnets","5","Bonjour, je cherche à louer une shampouineuse."
"1","11","7 Jui. à 18:20","15€","Louer une shampouineuse - Antony","Antony - Baconnets","5","Bonjour, je cherche à louer une shampouineuse."
"2","11","7 Jui. à 11:41","15€","Location shampouineuse - Aulnay-sous-Bois","Aulnay-Sous-Bois - Fontaine des Pres 3","5","Bonjour, j'aurais besoin de louer une shampouineuse pour quelques heures"
"3","11","7 Jui. à 09:52","15€","Location shampouineuse - Cormeilles-en-Parisis","Cormeilles-En-Parisis - Alsace Lorraine","3","Bonjour, je cherche à louer une shampouineuse."
"4","11","7 Jui. à 08:48","15€","Location shampouineuse - Paris","Paris - Clignancourt 24","3","Bonjour, je cherche à louer une shampouineuse pour matelas et canapé en tissu"
"5","11","6 Jui. à 23:31","10€","Louer une shampouineuse - Levallois-Perret","Levallois-Perret - Villiers-Danton 1","6","Bonjour, je cherche une shampouineuse pour nettoyer un canapé."
"6","11","6 Jui. à 00:59","15€","Location shampouineuse - Paris","Paris - Clignancourt 3","5","Bonjour, je cherche à louer une shampouineuse."
"7","11","5 Jui. à 23:19","15€","Location shampouineuse - Sartrouville","Sartrouville - Les Trembleaux Nord","3","Bonjour, Je cherche une shampouineuse pour nettoyer moi même un petit canapé. De préférence pas loin de chez moi. Merci!"
"8","11","5 Jui. à 10:48","15€","Louer une shampouineuse - Paris","Paris - Amerique 17","4","Bonjour, Je recherche à louer une shampouineuse à moquette pour aujourd'hui !"
"9","11","4 Jui. à 22:54","20€","Location shampouineuse - Wissous","Wissous","3","Bonjour, je souhaiterais louer une shampouineuse"
"10","11","4 Jui. à 21:58","10€","Louer une shampouineuse - Le Perreux-sur-Marne","Le Perreux-Sur-Marne - Iris No 0105","5","Bonjour, nous cherchons une shampouineuse au Perrrux sur marne pour nettoyer notre canapé et notre matelas"
"11","11","4 Jui. à 16:07","15€","Location shampouineuse - Asnières-sur-Seine","Asnières-Sur-Seine - Gresillons Ii","6","Bonjour, je cherche une bonne shampouineuse à louer pour nettoyer mon canapé beige et mon tapis. Prix raisonnable svp"
"12","11","3 Jui. à 18:46","15€","Louer une shampouineuse - Rambouillet","Rambouillet - Beausoleil Grenonvilliers","0","Bonjour, je cherche à louer une shampouineuse."
"13","11","3 Jui. à 17:34","15€","Location shampouineuse - Versailles","Versailles - Saint-Louis 3","4","Bonjour, Je souhaite louer une mini shampouineuse pour nettoyer mon canapé ou avoir recours à une service pas coûteux."
"14","11","3 Jui. à 10:56","15€","Louer une shampouineuse - Noisiel","Noisiel - Ville Nouvelle-Nord","4","Bonjour, je cherche à louer une shampouineuse."
"15","11","3 Jui. à 08:36","1€","Louer une shampouineuse - Ville-d'Avray","Ville-D’avray - Centre-La Prairie","4","Bonjour, Je suis à la recherche d'une shampouineuse pour nettoyer tapis et canapés. Des idées ? Merci Bien à vous Cédric"
"16","11","2 Jui. à 21:48","15€","Location shampouineuse - Cesson","Cesson - Nord-Centre","4","Bonjour, je recherche location shampoigneuse"
"17","11","2 Jui. à 14:27","15€","Louer une shampouineuse - Aubervilliers","Aubervilliers - Condorcet","5","Bonjour, je cherche une shampouineuse pour moquette , il faut enlever quelques taches"
"18","11","1 Jui. à 21:01","15€","Louer une shampouineuse - Villejuif","Villejuif - Hautes Bruyeres","4","Bonjour, je cherche à louer une shampouineuse."
"19","11","1 Jui. à 18:11","12€","Location shampouineuse - Paris","Paris - Auteuil 12","4","Bonjour, Je cherche à louer une shampouineuse pour mon canapé 2 places. Si possible demain vers 18h30 et je pourrais vous la rendre soit le soir même, soit le lendemain ..."
"20","11","1 Jui. à 16:31","15€","Location shampouineuse - Pantin","Pantin - Sept Arpents","4","Bonjour, je cherche à louer une shampouineuse."
"1","12","30 Jui. à 17:08","15€","Louer une shampouineuse - Grigny","Grigny - La Grande Borne II","3","Bonjour, Je suis à la recherche d'une shampouineuse à louer pour quelques heures (2 à 3 heures maximum). Merci d'avance."
"2","12","29 Jui. à 20:35","5€","Location shampouineuse - Chantilly","Chantilly - Centre-Gare","0","Bonjour, Bonjour, Je recherche une shampouineuse pour canapé. Il y aurait-il quelqu'un qui puisse m'en prêter une sur Chantilly, secteur gare ? Merci d'avance !"
"3","12","29 Jui. à 12:49","15€","Location shampouineuse - Saint-Mandé","Saint-Mandé - Begin","4","Bonjour, je recherche une shampooineuse pour nettoyer mon canapé et un tapis :) Quelqu'un aurait il ça de disponible à me prêter ? :)"
"4","12","28 Jui. à 20:14","15€","Louer une shampouineuse - Créteil","Créteil - Cardinaud","5","Bonjour, Est ce qu'une personne possède une shampouineuse ? Est il possible de la prêter ou de la louer pour l'après midi ? Merci"
"5","12","28 Jui. à 18:44","15€","Louer une shampouineuse - Pantin","Pantin - Courtillieres Sud","4","Bonjour, je souhaite louer une shampouineuse."
"6","12","27 Jui. à 13:23","1€","Location shampouineuse - Créteil","Créteil - Pompadour Grand Marais","5","Bonjour, je cherche une shampouineuse pour nettoyer un canapé et un matelas"
"7","12","27 Jui. à 13:17","15€","Louer une shampouineuse - Créteil","Créteil - Le Lac étendu","2","Bonjour, Je cherche à louer le HYLA pour une journée. Merci"
"8","12","26 Jui. à 22:40","15€","Location shampouineuse - Saint-Maur-des-Fossés","Saint-Maur-Des-Fossés - La Varenne 5","6","Bonjour, je souhaite louer une shampouineuse."
"9","12","26 Jui. à 16:49","15€","Louer une shampouineuse - Rosny-sous-Bois","Rosny-Sous-Bois - Bois Perrier 1","8","Bonjour, je recherche une personne qui a une shampouineuse pour nettoyer mon canapé blanc s'il vous plaît"
"10","12","26 Jui. à 13:33","15€","Location shampouineuse - Garges-lès-Gonesse","Garges-Lès-Gonesse - La Muette","6","Bonjour, je souhaite louer une shampouineuse."
"11","12","26 Jui. à 02:13","15€","Louer une shampouineuse - Bagneux","Bagneux - Quartier 6","7","Bonjour, je recherche à louer une shampouineuse."
